0,1,2,3,4,5,6,7,8,9,10,11,12,label
-355.35738538895646,-61.38266616403274,-26.151405461527386,5.821955138160379,-11.67866135695003,2.85648570787591,-4.7992724849316115,1.2279036990935728,-2.3274327255459077,0.897892043899243,-1.2401716747748486,0.6457342526843474,-0.9955849201968832,1
-254.19523991025932,70.370585180636,-22.224033772981116,4.7070149992479635,-8.711814376324174,16.021745884045515,-16.552552797315258,10.598276437236606,-4.6711384137098015,0.09324190010570235,0.3828019372105759,0.5818744105801221,-1.8570164144666217,1
-369.2313395155144,7.560413636804903,-32.997184632152255,18.91691901129769,-10.204229700232764,4.082224667617734,-1.525842700391201,-0.5674259198767369,0.522204992793686,-1.0858208697677814,0.7351194692954657,-0.6599001973870834,0.14469645344781054,1
-315.71799833057753,-40.00017931843364,29.971957032890888,29.711023347137967,-31.634726250517744,3.5163380680212946,-0.16573276068028686,11.33224968823238,-9.641072784386708,0.8246247288802198,-2.555967469481037,6.253912427316742,-4.090511884981003,1
-274.7437287822092,49.13116672511889,-25.352491872037163,-1.9030363051746697,13.934881257778702,-12.846759770193708,4.23249785808647,5.085007904186847,-12.516926535280135,13.635904817054836,-10.669866828878853,4.5481358828133835,1.3126867397949322,1
-382.5796123855651,27.660920427193,-9.99908432806039,0.540335708420639,1.6190118174344077,-1.716697638839135,1.7892060005466996,-2.382826680686793,1.5900657786098062,-1.825531658676641,1.221608883083662,-0.990331955778794,0.43083932331737884,1
-311.5017727046179,85.75230672945594,-44.33215158997808,13.022359439730817,2.838620823658108,-8.179233368689324,7.857140164450895,-5.566016367501594,1.7833802197613529,-0.2399268103793576,-0.5774408007269658,-0.26673180160153814,1.4754241061701572,1
-341.8310508964678,27.904333949290347,-1.898250176708919,8.044161389267096,-16.60190409534379,13.837758229713952,-4.924724732076579,-1.1929546187200155,1.1301911843739463,-0.5889306064251069,-0.0348060300090554,-0.3913273843862602,0.23814449302409818,1
-224.78741732774787,66.22997282907535,-17.51799224755254,-0.6709353385923487,-2.4777329646292503,9.129918605255522,-9.621980326926984,4.349611442786708,0.45716615443817077,-3.879098319768257,3.409434069787922,-1.7194080266627534,-0.1776684807621554,1
-323.72054023810637,15.304366215304764,-11.603698773536607,8.29560072740485,-6.287728212748073,4.025516603272962,-2.0071222151874646,0.16571012263523566,-0.19728629451432236,-0.5541190674869801,0.36447517336125074,-0.46526257995213083,0.14656350775397303,1
-265.1730255115266,23.52843948968162,7.8497977709979745,1.528541363482508,-18.101991729690013,20.115231257091224,-10.627938844098097,2.4757490111984737,-2.3746917833665218,4.098730975114327,-5.142499979101224,3.733813309993228,-2.5469987152883435,1
-280.96024730088936,32.929492431943466,-17.593485728006165,9.650847474303589,-6.575114434455761,4.079233975509945,-1.497803046348818,-0.9454557580818505,1.2743153402496297,-2.1140255192193633,1.804520319350544,-1.686318012697757,1.1234734784714009,1
-286.72412326518025,43.88020068913116,-29.190110932032486,13.185343030005086,-3.68062313791443,-1.398829237073271,3.7137948389437057,-5.004315903676492,4.1935265288007955,-4.123120708555101,3.147944132546133,-2.5362894638000295,1.6050971415397686,1
-329.1225987989967,27.844974643603024,-17.297671110607194,10.079361713840687,-7.323679854701522,5.617153184353542,-4.027647235594637,2.1560818520262,-1.8734840357021882,0.7304750374138024,-0.5677624684396099,0.1821196485437247,-0.27728142293497193,1
